date,open,high,low,close,volume
2017-08-25 09:00:00,4332.17,4352.0,4332.17,4344.56,52971.48
2017-08-25 10:00:00,4344.56,4344.56,4298.74,4314.33,64932.78
2017-08-25 11:00:00,4314.33,4361.28,4313.0,4361.27,107389.15
2017-08-25 12:00:00,4361.27,4361.27,4261.13,4309.69,461224.61
2017-08-25 13:00:00,4309.69,4345.0,4297.66,4312.0,89785.16
2017-08-25 14:00:00,4312.0,4340.0,4291.52,4305.0,44936.49
2017-08-25 15:00:00,4305.0,4422.29,4305.0,4394.36,93946.91
2017-08-25 16:00:00,4394.36,4453.91,4375.29,4447.31,77341.24
2017-08-25 17:00:00,4447.31,4447.31,4372.29,4402.32,69359.24
2017-08-25 18:00:00,4402.32,4449.44,4388.88,4449.44,40996.05
2017-08-25 19:00:00,4449.44,4449.44,4284.11,4307.17,40740.3
2017-08-25 20:00:00,4307.17,4326.0,4247.48,4286.29,47478.06
2017-08-25 21:00:00,4286.29,4336.13,4250.08,4288.99,40821.29
2017-08-25 22:00:00,4288.99,4365.0,4288.99,4303.37,37905.14
2017-08-25 23:00:00,4303.37,4343.18,4280.68,4280.68,42082.53
2017-08-26 00:00:00,4280.68,4315.0,4274.33,4281.0,22301.66
2017-08-26 01:00:00,4281.0,4315.0,4281.0,4284.0,18283.57
2017-08-26 02:00:00,4284.0,4305.75,4260.62,4266.04,62640.85
2017-08-26 03:00:00,4266.04,4297.94,4228.99,4297.94,74994.46
2017-08-26 04:00:00,4297.94,4297.94,4271.51,4297.94,2345.72
2017-08-26 05:00:00,4297.94,4319.67,4252.44,4295.75,72259.25
2017-08-26 06:00:00,4295.75,4319.7,4280.81,4319.7,38437.88
2017-08-26 07:00:00,4319.7,4319.7,4297.94,4319.7,10210.7
2017-08-26 08:00:00,4319.7,4319.7,4318.74,4319.7,6961.9
2017-08-26 09:00:00,4319.7,4319.7,4260.88,4274.84,63231.24
2017-08-26 10:00:00,4274.84,4317.99,4274.84,4292.8,27054.28
2017-08-26 11:00:00,4292.8,4317.99,4287.79,4288.72,58171.45
2017-08-26 12:00:00,4288.72,4306.74,4234.42,4243.98,66934.74
2017-08-26 13:00:00,4243.98,4295.0,4221.14,4261.89,40211.94
2017-08-26 14:00:00,4261.89,4274.0,4242.04,4274.0,18341.6
2017-08-26 15:00:00,4274.0,4275.0,4246.96,4275.0,21138.98
2017-08-26 16:00:00,4275.0,4275.0,4212.41,4265.97,44183.81
2017-08-26 17:00:00,4265.97,4272.99,4230.02,4255.19,37191.56
2017-08-26 18:00:00,4255.19,4273.0,4236.51,4272.0,23782.72
2017-08-26 19:00:00,4272.0,4351.32,4258.51,4293.52,93955.14
2017-08-26 20:00:00,4293.52,4335.06,4279.0,4333.56,45544.43
2017-08-26 21:00:00,4333.56,4345.0,4288.1,4313.98,52698.61
2017-08-26 22:00:00,4313.98,4330.0,4288.09,4300.0,33326.96
2017-08-26 23:00:00,4300.0,4367.0,4288.09,4337.44,33549.85
2017-08-27 00:00:00,4337.44,4368.2,4315.52,4354.0,80501.08
2017-08-27 01:00:00,4354.0,4383.03,4338.93,4379.32,84588.97
2017-08-27 02:00:00,4379.32,4400.0,4368.1,4368.1,46681.6
2017-08-27 03:00:00,4368.1,4379.24,4314.91,4314.91,62119.78
2017-08-27 04:00:00,4314.91,4370.85,4303.02,4328.0,54328.34
2017-08-27 05:00:00,4328.0,4342.19,4293.42,4320.52,54640.26
2017-08-27 06:00:00,4320.52,4344.9,4314.89,4314.9,56645.73
2017-08-27 07:00:00,4314.9,4342.96,4298.75,4313.84,36958.96
2017-08-27 08:00:00,4313.84,4352.34,4302.12,4302.14,68753.82
2017-08-27 09:00:00,4302.14,4345.81,4302.11,4320.81,52848.6
2017-08-27 10:00:00,4320.81,4330.0,4285.56,4302.73,59335.76
2017-08-27 11:00:00,4302.73,4344.99,4285.8,4323.37,61690.54
2017-08-27 12:00:00,4323.37,4340.0,4298.66,4298.66,47581.29
2017-08-27 13:00:00,4298.66,4333.68,4285.54,4312.69,51332.28
2017-08-27 14:00:00,4312.69,4324.36,4295.89,4312.19,22350.62
2017-08-27 15:00:00,4312.19,4335.0,4295.28,4325.0,31005.8
2017-08-27 16:00:00,4325.0,4339.99,4290.01,4306.0,46940.26
2017-08-27 17:00:00,4306.0,4370.92,4306.0,4340.0,86004.78
2017-08-27 18:00:00,4340.0,4370.92,4335.0,4368.41,24533.28
2017-08-27 19:00:00,4368.41,4386.78,4327.62,4368.41,150113.08
2017-08-27 20:00:00,4368.41,4386.79,4336.12,4345.0,127509.7
2017-08-27 21:00:00,4345.0,4386.0,4336.09,4370.0,72639.3
2017-08-27 22:00:00,4370.0,4371.42,4315.16,4315.16,47964.33
2017-08-27 23:00:00,4315.16,4367.4,4309.6,4310.01,80521.82
2017-08-28 00:00:00,4310.01,4326.99,4282.2,4282.2,125313.1
2017-08-28 01:00:00,4282.2,4317.2,4265.45,4280.04,114885.32
2017-08-28 02:00:00,4280.04,4330.36,4258.78,4295.0,33621.85
2017-08-28 03:00:00,4295.0,4310.0,4239.36,4239.37,36745.3
2017-08-28 04:00:00,4239.37,4252.76,4124.54,4227.0,150613.07
2017-08-28 05:00:00,4227.0,4251.92,4150.1,4169.01,74601.55
2017-08-28 06:00:00,4169.01,4282.07,4169.01,4221.04,67642.24
2017-08-28 07:00:00,4221.04,4297.11,4207.42,4261.9,71020.74
2017-08-28 08:00:00,4261.9,4305.0,4239.15,4252.7,97630.86
2017-08-28 09:00:00,4252.7,4298.83,4226.93,4227.0,76494.35
2017-08-28 10:00:00,4227.0,4317.21,4227.0,4290.77,157848.41
2017-08-28 11:00:00,4290.77,4365.4,4288.07,4308.0,189478.68
2017-08-28 12:00:00,4308.0,4347.0,4271.86,4280.0,144184.68
2017-08-28 13:00:00,4280.0,4347.0,4279.82,4347.0,82641.25
2017-08-28 14:00:00,4347.0,4347.0,4279.82,4291.13,138580.96
2017-08-28 15:00:00,4291.13,4315.0,4271.03,4273.59,150753.28
2017-08-28 16:00:00,4273.59,4341.99,4273.59,4322.65,100049.06
2017-08-28 17:00:00,4322.65,4370.45,4313.66,4324.67,182013.93
2017-08-28 18:00:00,4324.67,4362.99,4307.22,4312.7,80696.29
2017-08-28 19:00:00,4312.7,4361.37,4312.69,4321.65,100938.45
2017-08-28 20:00:00,4321.65,4339.8,4290.18,4312.43,57720.15
2017-08-28 21:00:00,4312.43,4349.98,4312.43,4331.47,88877.24
2017-08-28 22:00:00,4331.47,4399.82,4331.45,4353.32,99044.39
2017-08-28 23:00:00,4353.32,4386.69,4350.7,4386.69,125223.59
2017-08-29 00:00:00,4386.69,4386.69,4331.46,4349.44,88357.61
2017-08-29 01:00:00,4349.44,4386.69,4331.47,4349.54,88009.52
2017-08-29 02:00:00,4349.54,4359.99,4314.35,4314.78,74332.07
2017-08-29 03:00:00,4314.78,4383.99,4314.78,4376.99,91968.91
2017-08-29 04:00:00,4376.99,4383.98,4358.5,4363.16,119903.72
2017-08-29 05:00:00,4363.16,4404.05,4343.49,4356.76,132314.43
2017-08-29 06:00:00,4356.76,4389.49,4343.48,4363.21,131497.53
2017-08-29 07:00:00,4363.21,4404.07,4313.55,4329.02,161061.77
2017-08-29 08:00:00,4329.02,4382.99,4328.12,4352.52,112908.81
2017-08-29 09:00:00,4352.52,4379.99,4329.59,4367.4,133042.44
2017-08-29 10:00:00,4367.4,4368.47,4329.57,4346.86,48229.76
2017-08-29 11:00:00,4346.86,4417.61,4333.2,4368.5,89230.7
2017-08-29 12:00:00,4368.5,4436.94,4347.59,4408.08,180641.13
2017-08-29 13:00:00,4408.08,4625.85,4408.08,4580.0,142793.2
2017-08-29 14:00:00,4580.0,4599.96,4530.87,4545.87,84670.19
2017-08-29 15:00:00,4545.87,4597.97,4545.75,4570.0,152648.29
2017-08-29 16:00:00,4570.0,4584.0,4503.92,4503.92,139924.8
2017-08-29 17:00:00,4503.92,4555.55,4496.95,4555.55,163394.15
2017-08-29 18:00:00,4555.55,4555.55,4511.45,4536.63,114433.49
2017-08-29 19:00:00,4536.63,4555.55,4521.01,4555.55,152388.6
2017-08-29 20:00:00,4555.55,4597.0,4535.09,4577.54,62093.41
2017-08-29 21:00:00,4577.54,4624.99,4550.09,4618.93,118493.16
2017-08-29 22:00:00,4618.93,4618.93,4564.77,4591.88,20794.15
2017-08-29 23:00:00,4591.88,4619.6,4564.81,4587.48,37453.02
2017-08-30 00:00:00,4587.48,4599.78,4527.45,4575.23,119850.97
2017-08-30 01:00:00,4575.23,4619.99,4575.23,4597.55,206861.87
2017-08-30 02:00:00,4597.55,4615.55,4565.33,4604.12,118666.25
2017-08-30 03:00:00,4604.12,4618.3,4582.6,4583.61,98265.67
2017-08-30 04:00:00,4583.61,4625.0,4579.61,4579.61,200660.12
2017-08-30 05:00:00,4579.61,4617.0,4558.89,4590.49,157750.3
2017-08-30 06:00:00,4590.49,4647.51,4575.55,4588.0,177049.49
2017-08-30 07:00:00,4588.0,4632.0,4550.01,4550.02,144222.8
2017-08-30 08:00:00,4550.02,4597.0,4542.42,4552.69,103742.45
2017-08-30 09:00:00,4552.69,4589.77,4482.0,4482.0,127084.05
2017-08-30 10:00:00,4482.0,4538.09,4416.01,4477.1,347730.15
2017-08-30 11:00:00,4477.1,4569.0,4470.23,4498.35,179832.59
2017-08-30 12:00:00,4498.35,4592.76,4416.16,4570.0,215815.9
2017-08-30 13:00:00,4570.0,4588.0,4532.5,4585.31,174161.97
2017-08-30 14:00:00,4585.31,4589.67,4531.48,4558.16,151299.02
2017-08-30 15:00:00,4558.16,4575.18,4516.95,4546.77,167214.76
2017-08-30 16:00:00,4546.77,4598.08,4546.74,4589.99,128417.69
2017-08-30 17:00:00,4589.99,4600.0,4546.74,4600.0,100587.25
2017-08-30 18:00:00,4600.0,4609.92,4556.0,4556.0,63398.82
2017-08-30 19:00:00,4556.0,4574.3,4532.8,4536.82,94220.96
2017-08-30 20:00:00,4536.82,4571.87,4516.87,4547.74,80036.81
2017-08-30 21:00:00,4547.74,4565.0,4531.53,4547.26,109413.8
2017-08-30 22:00:00,4547.26,4579.91,4547.24,4547.9,147257.26
2017-08-30 23:00:00,4547.9,4579.85,4547.81,4555.14,187196.74
2017-08-31 00:00:00,4555.14,4579.99,4555.14,4569.66,152557.5
2017-08-31 01:00:00,4569.66,4605.99,4569.65,4574.8,124073.92
2017-08-31 02:00:00,4574.8,4600.0,4569.6,4596.54,139514.9
2017-08-31 03:00:00,4596.54,4606.0,4592.19,4593.66,78429.98
2017-08-31 04:00:00,4593.66,4609.0,4586.49,4591.56,177562.69
2017-08-31 05:00:00,4591.56,4628.12,4578.17,4598.54,48376.52
2017-08-31 06:00:00,4598.54,4613.0,4572.99,4572.99,146164.2
2017-08-31 07:00:00,4572.99,4603.34,4572.64,4592.16,98497.86
2017-08-31 08:00:00,4592.16,4615.0,4578.0,4586.51,111161.56
2017-08-31 09:00:00,4586.51,4613.6,4572.64,4583.02,105133.38
2017-08-31 10:00:00,4583.02,4678.57,4583.02,4632.96,149775.77
2017-08-31 11:00:00,4632.96,4675.0,4631.41,4656.67,146403.7
2017-08-31 12:00:00,4656.67,4674.97,4631.41,4673.87,198270.57
2017-08-31 13:00:00,4673.87,4685.55,4632.87,4685.55,114588.57
2017-08-31 14:00:00,4685.55,4685.55,4649.69,4685.55,94256.66
2017-08-31 15:00:00,4685.55,4685.55,4648.82,4648.82,86351.0
2017-08-31 16:00:00,4648.82,4685.56,4638.98,4684.98,75889.16
2017-08-31 17:00:00,4684.98,4684.98,4638.98,4650.55,33234.73
2017-08-31 18:00:00,4650.55,4717.45,4650.55,4700.13,80496.57
2017-08-31 19:00:00,4700.13,4745.42,4678.78,4698.77,116909.06
2017-08-31 20:00:00,4698.77,4717.42,4673.1,4673.14,61790.6
2017-08-31 21:00:00,4673.14,4724.71,4666.84,4724.71,78339.7
2017-08-31 22:00:00,4724.71,4724.71,4666.84,4697.0,76625.96
2017-08-31 23:00:00,4697.0,4724.89,4683.36,4724.89,53979.86
2017-09-01 00:00:00,4724.89,4745.35,4689.89,4721.05,74145.74
2017-09-01 01:00:00,4721.05,4766.99,4701.11,4725.0,133018.25
2017-09-01 02:00:00,4725.0,4767.0,4723.0,4735.96,71825.62
2017-09-01 03:00:00,4735.96,4767.0,4713.67,4714.73,78802.11
2017-09-01 04:00:00,4714.73,4734.99,4672.0,4672.0,191299.4
2017-09-01 05:00:00,4672.0,4688.96,4654.88,4664.14,40844.53
2017-09-01 06:00:00,4664.14,4696.99,4656.3,4666.66,66207.6
2017-09-01 07:00:00,4666.66,4713.8,4666.66,4707.5,176109.41
2017-09-01 08:00:00,4707.5,4762.99,4707.5,4749.99,163452.85
2017-09-01 09:00:00,4749.99,4750.0,4731.0,4742.46,164747.92
2017-09-01 10:00:00,4742.46,4778.19,4735.98,4761.42,129567.09
2017-09-01 11:00:00,4761.42,4798.46,4725.88,4775.0,161068.35
2017-09-01 12:00:00,4775.0,4793.0,4736.35,4793.0,38346.41
2017-09-01 13:00:00,4793.0,4839.92,4775.99,4777.02,65822.18
2017-09-01 14:00:00,4777.02,4788.0,4725.81,4725.81,102650.78
2017-09-01 15:00:00,4725.81,4804.12,4725.81,4803.83,119647.29
2017-09-01 16:00:00,4803.83,4803.83,4746.94,4780.8,138313.7
2017-09-01 17:00:00,4780.8,4794.97,4738.94,4792.97,111348.71
2017-09-01 18:00:00,4792.97,4811.82,4739.08,4771.08,87495.85
2017-09-01 19:00:00,4771.08,4815.67,4752.77,4813.24,115452.04
2017-09-01 20:00:00,4813.24,4819.67,4776.15,4819.67,93720.5
2017-09-01 21:00:00,4819.67,4859.44,4770.63,4770.63,102583.87
2017-09-01 22:00:00,4770.63,4857.6,4760.01,4843.17,69648.82
2017-09-01 23:00:00,4843.17,4885.55,4796.16,4834.91,137937.28
2017-09-02 00:00:00,4834.91,4885.55,4784.43,4885.55,102715.64
2017-09-02 01:00:00,4885.55,4932.38,4850.01,4932.38,221048.32
2017-09-02 02:00:00,4932.38,4939.19,4837.49,4839.96,141223.66
2017-09-02 03:00:00,4839.96,4850.0,4764.88,4788.07,224432.55
2017-09-02 04:00:00,4788.07,4814.49,4765.01,4794.11,100254.73
2017-09-02 05:00:00,4794.11,4814.44,4473.35,4473.35,275034.21
2017-09-02 06:00:00,4473.35,4732.86,4473.35,4696.44,300600.21
