date,open,high,low,close,volume
2017-08-18 00:00:00,4285.08,4340.62,4228.76,4286.53,337549.35
2017-08-18 01:00:00,4286.53,4286.53,4134.61,4243.59,304223.23
2017-08-18 02:00:00,4243.59,4298.64,4234.0,4267.59,230478.63
2017-08-18 03:00:00,4267.59,4308.7,4234.0,4292.39,271281.6
2017-08-18 04:00:00,4292.39,4292.39,4234.43,4287.92,216069.15
2017-08-18 05:00:00,4287.92,4340.62,4250.04,4313.56,274857.3
2017-08-18 06:00:00,4313.56,4316.98,4247.75,4279.46,274013.68
2017-08-18 07:00:00,4279.46,4304.67,4270.48,4300.25,295447.38
2017-08-18 08:00:00,4300.25,4320.71,4259.85,4282.73,316938.59
2017-08-18 09:00:00,4282.73,4327.25,4265.33,4304.15,196232.32
2017-08-18 10:00:00,4304.15,4371.52,4296.04,4356.31,223471.0
2017-08-18 11:00:00,4356.31,4357.37,4302.72,4340.31,104474.98
2017-08-18 12:00:00,4340.31,4340.31,4287.79,4336.52,65468.18
2017-08-18 13:00:00,4331.71,4331.71,4221.05,4261.99,72942.01
2017-08-18 14:00:00,4293.09,4293.09,4193.7,4259.4,302601.43
2017-08-18 15:00:00,4259.4,4259.4,4200.0,4236.89,168642.65
2017-08-18 16:00:00,4236.89,4283.79,4234.54,4250.34,189710.83
2017-08-18 17:00:00,4250.34,4250.34,4066.53,4193.35,261924.27
2017-08-18 18:00:00,4193.35,4297.75,4117.41,4117.41,104309.76
2017-08-18 19:00:00,4117.41,4136.48,4015.7,4136.28,243223.71
2017-08-18 20:00:00,4136.28,4136.28,3981.13,4021.11,76391.96
2017-08-18 21:00:00,4021.11,4021.11,3938.77,3975.69,58041.32
2017-08-18 22:00:00,3975.69,4131.83,3938.77,4113.75,117307.1
2017-08-18 23:00:00,4113.75,4136.48,4085.88,4108.37,184792.57
2017-08-19 00:00:00,4108.37,4178.31,4084.28,4163.49,169694.17
2017-08-19 01:00:00,4163.49,4184.69,4143.11,4148.53,120196.97
2017-08-19 02:00:00,4148.53,4184.0,4148.53,4156.39,77993.68
2017-08-19 03:00:00,4156.39,4180.0,4103.52,4138.55,71698.58
2017-08-19 04:00:00,4138.55,4156.0,4046.26,4068.26,67042.24
2017-08-19 05:00:00,4068.26,4123.95,4027.83,4077.0,47094.85
2017-08-19 06:00:00,4077.0,4082.0,3986.87,3986.87,201920.41
2017-08-19 07:00:00,3986.87,4033.47,3933.21,4033.47,125576.7
2017-08-19 08:00:00,4033.47,4064.84,3964.08,3999.0,71927.23
2017-08-19 09:00:00,3999.0,4082.25,3999.0,4068.2,18603.5
2017-08-19 10:00:00,4068.2,4082.0,3982.08,4000.58,20424.67
2017-08-19 11:00:00,4000.58,4033.0,3850.0,3957.6,184198.27
2017-08-19 12:00:00,3957.6,4095.0,3928.89,4095.0,89392.01
2017-08-19 13:00:00,4095.0,4100.0,4035.49,4039.84,51761.33
2017-08-19 14:00:00,4039.84,4068.31,4013.7,4042.41,17180.05
2017-08-19 15:00:00,4042.41,4063.44,3964.67,3972.05,32834.24
2017-08-19 16:00:00,3972.05,4049.69,3953.4,4000.0,15000.33
2017-08-19 17:00:00,4000.0,4048.99,3976.72,4027.37,12263.25
2017-08-19 18:00:00,4027.37,4096.0,4013.69,4086.29,68501.09
2017-08-19 19:00:00,4086.29,4103.92,4073.47,4076.12,6637.28
2017-08-19 20:00:00,4076.12,4103.92,4051.47,4075.98,12154.59
2017-08-19 21:00:00,4075.98,4149.99,4074.23,4074.23,16200.7
2017-08-19 22:00:00,4074.23,4141.0,4074.23,4139.98,9725.39
2017-08-19 23:00:00,4139.98,4139.98,4120.78,4139.98,217.87
2017-08-20 00:00:00,4139.98,4139.98,4044.0,4086.09,9598.79
2017-08-20 01:00:00,4086.09,4086.09,4052.82,4082.53,4322.96
2017-08-20 02:00:00,4082.53,4124.69,4082.53,4124.69,9723.1
2017-08-20 03:00:00,4124.69,4124.69,4094.62,4094.62,1428.52
2017-08-20 04:00:00,4094.62,4094.62,4091.8,4093.0,3313.4
2017-08-20 05:00:00,4093.0,4142.16,4087.0,4117.41,44122.84
2017-08-20 06:00:00,4117.41,4117.41,4081.19,4115.41,11945.53
2017-08-20 07:00:00,4115.41,4156.56,4081.4,4155.87,58157.4
2017-08-20 08:00:00,4155.87,4211.08,4032.62,4184.73,67509.43
2017-08-20 09:00:00,4184.73,4184.73,4155.0,4155.0,1645.26
2017-08-20 10:00:00,4155.0,4155.0,4109.84,4142.41,3915.52
2017-08-20 11:00:00,4142.41,4142.41,4080.0,4106.53,70777.46
2017-08-20 12:00:00,4106.53,4125.43,4080.0,4108.47,11257.89
2017-08-20 13:00:00,4108.47,4125.0,4063.35,4063.35,5114.58
2017-08-20 14:00:00,4063.35,4096.32,4063.35,4096.32,6001.14
2017-08-20 15:00:00,4096.32,4125.0,4096.32,4125.0,97052.03
2017-08-20 16:00:00,4125.0,4150.0,4091.59,4131.46,95236.86
2017-08-20 17:00:00,4131.46,4138.07,4101.4,4129.0,202834.01
2017-08-20 18:00:00,4129.0,4158.61,4116.0,4154.56,198738.21
2017-08-20 19:00:00,4154.56,4185.94,4144.85,4164.6,201272.01
2017-08-20 20:00:00,4164.6,4171.62,4116.0,4140.93,220263.55
2017-08-20 21:00:00,4140.93,4156.56,4128.75,4150.0,147963.48
2017-08-20 22:00:00,4150.0,4169.98,4132.31,4169.98,156415.41
2017-08-20 23:00:00,4169.98,4171.62,4069.13,4086.29,287026.99
2017-08-21 00:00:00,4086.29,4119.62,4062.78,4108.28,215910.06
2017-08-21 01:00:00,4108.28,4114.86,4080.66,4094.6,229146.59
2017-08-21 02:00:00,4094.6,4109.26,4039.0,4079.94,238646.78
2017-08-21 03:00:00,4079.94,4104.68,4048.74,4084.76,215192.15
2017-08-21 04:00:00,4084.76,4104.68,4047.75,4104.68,161090.0
2017-08-21 05:00:00,4104.68,4104.68,4011.02,4016.9,270472.59
2017-08-21 06:00:00,4016.9,4032.01,3953.4,3982.96,265785.06
2017-08-21 07:00:00,3982.96,4055.92,3970.63,4043.63,197915.55
2017-08-21 08:00:00,4043.63,4055.92,4010.78,4036.3,220805.54
2017-08-21 09:00:00,4036.3,4077.07,4035.82,4074.0,15774.01
2017-08-21 10:00:00,4074.0,4088.12,4066.0,4088.1,20748.78
2017-08-21 11:00:00,4088.1,4088.1,4000.01,4023.11,48349.59
2017-08-21 12:00:00,4023.11,4023.11,4000.0,4000.0,25904.4
2017-08-21 13:00:00,4000.0,4023.11,3934.43,3951.49,87954.94
2017-08-21 14:00:00,3951.49,4023.11,3911.79,3989.17,29130.15
2017-08-21 15:00:00,3989.17,4022.0,3920.55,4022.0,29516.9
2017-08-21 16:00:00,4022.0,4029.05,3951.26,4029.05,29255.73
2017-08-21 17:00:00,4029.05,4029.06,3951.26,4016.2,20279.25
2017-08-21 18:00:00,4016.2,4029.06,3918.8,3918.8,14961.74
2017-08-21 19:00:00,3918.8,4042.11,3918.8,4027.05,32340.39
2017-08-21 20:00:00,4027.05,4042.11,3950.0,4025.04,124680.48
2017-08-21 21:00:00,4025.04,4070.49,4007.51,4039.1,158477.26
2017-08-21 22:00:00,4039.1,4041.23,4008.63,4041.1,75144.78
2017-08-21 23:00:00,4041.1,4041.1,3987.5,4016.0,43109.35
2017-08-22 00:00:00,4016.0,4016.0,3789.95,3790.0,232104.98
2017-08-22 01:00:00,3790.0,3890.51,3688.97,3700.0,103817.75
2017-08-22 02:00:00,3700.0,3849.98,3689.0,3849.98,31846.37
2017-08-22 03:00:00,3849.98,3862.39,3802.53,3862.39,61001.83
2017-08-22 04:00:00,3862.39,3868.57,3450.98,3500.8,104276.67
2017-08-22 05:00:00,3500.8,3695.62,3400.0,3626.99,50315.1
2017-08-22 06:00:00,3626.99,3854.46,3619.95,3803.0,207669.07
2017-08-22 07:00:00,3803.0,3803.0,3733.8,3798.08,233056.82
2017-08-22 08:00:00,3798.08,3805.76,3750.08,3794.12,137109.42
2017-08-22 09:00:00,3794.12,3920.31,3775.01,3904.56,290435.21
2017-08-22 10:00:00,3904.56,3904.56,3826.12,3844.08,228602.5
2017-08-22 11:00:00,3844.08,3905.56,3841.18,3866.48,189179.51
2017-08-22 12:00:00,3866.48,3990.12,3853.53,3934.01,281731.35
2017-08-22 13:00:00,3934.01,3964.75,3874.35,3920.99,144831.65
2017-08-22 14:00:00,3920.99,3920.99,3786.81,3849.0,100861.79
2017-08-22 15:00:00,3849.0,3921.63,3810.07,3858.23,137407.49
2017-08-22 16:00:00,3858.23,3952.89,3853.47,3905.84,133182.5
2017-08-22 17:00:00,3905.84,3998.99,3888.79,3943.0,178680.01
2017-08-22 18:00:00,3943.0,4104.82,3943.0,4043.76,179328.43
2017-08-22 19:00:00,4043.76,4101.24,3984.23,3984.24,135938.88
2017-08-22 20:00:00,3984.24,4061.54,3953.13,3960.29,119217.64
2017-08-22 21:00:00,3960.29,4038.96,3946.67,3946.67,82136.93
2017-08-22 22:00:00,3946.67,4046.11,3944.04,4002.0,124367.17
2017-08-22 23:00:00,4002.0,4045.0,3944.03,4040.0,161627.43
2017-08-23 00:00:00,4040.0,4077.18,4013.89,4036.0,96279.69
2017-08-23 01:00:00,4036.0,4100.0,4035.38,4100.0,187383.62
2017-08-23 02:00:00,4100.0,4127.99,4049.74,4083.72,187116.36
2017-08-23 03:00:00,4083.72,4126.99,4050.04,4100.41,175706.49
2017-08-23 04:00:00,4100.41,4115.87,4054.01,4083.6,152209.67
2017-08-23 05:00:00,4083.6,4110.0,4053.18,4053.18,133332.36
2017-08-23 06:00:00,4053.18,4099.99,4035.32,4080.0,144551.65
2017-08-23 07:00:00,4080.0,4098.88,4052.49,4074.88,142562.81
2017-08-23 08:00:00,4074.88,4124.0,4057.0,4124.0,148515.5
2017-08-23 09:00:00,4124.0,4242.32,4100.15,4203.12,162392.59
2017-08-23 10:00:00,4203.12,4228.02,4188.63,4228.02,100681.13
2017-08-23 11:00:00,4228.02,4237.99,4174.09,4237.99,129989.94
2017-08-23 12:00:00,4237.99,4265.8,4174.0,4215.68,244801.67
2017-08-23 13:00:00,4215.68,4230.92,4155.0,4211.0,332126.57
2017-08-23 14:00:00,4211.0,4212.29,4154.51,4174.0,240554.5
2017-08-23 15:00:00,4174.0,4226.95,4150.65,4197.05,146660.39
2017-08-23 16:00:00,4197.05,4259.58,4197.05,4210.03,299403.33
2017-08-23 17:00:00,4210.03,4231.0,4166.27,4166.27,162992.33
2017-08-23 18:00:00,4166.27,4191.71,4135.38,4143.37,131452.47
2017-08-23 19:00:00,4143.37,4168.9,4103.51,4117.07,130057.55
2017-08-23 20:00:00,4117.07,4136.48,4073.41,4118.4,173818.07
2017-08-23 21:00:00,4118.4,4178.65,4090.0,4090.0,159280.6
2017-08-23 22:00:00,4090.0,4152.0,4069.8,4114.2,110305.1
2017-08-23 23:00:00,4114.2,4169.99,4113.79,4114.01,170332.13
2017-08-24 00:00:00,4114.01,4154.55,4114.01,4131.0,123230.84
2017-08-24 01:00:00,4131.0,4195.0,4113.9,4140.91,123891.6
2017-08-24 02:00:00,4140.91,4204.55,4131.92,4131.92,113622.43
2017-08-24 03:00:00,4131.92,4163.59,4085.01,4113.58,142808.72
2017-08-24 04:00:00,4113.58,4148.19,4090.39,4113.98,129967.44
2017-08-24 05:00:00,4113.98,4177.64,4113.49,4132.09,115749.06
2017-08-24 06:00:00,4132.09,4177.18,4131.91,4133.42,119013.45
2017-08-24 07:00:00,4133.42,4173.99,4133.41,4153.32,133638.4
2017-08-24 08:00:00,4153.32,4206.88,4153.32,4200.0,133941.24
2017-08-24 09:00:00,4200.0,4224.0,4150.0,4165.01,157448.69
2017-08-24 10:00:00,4165.01,4250.94,4165.01,4173.98,256887.06
2017-08-24 11:00:00,4173.98,4215.53,4166.67,4202.0,134786.18
2017-08-24 12:00:00,4202.0,4224.64,4136.33,4150.89,129635.68
2017-08-24 13:00:00,4150.89,4184.48,4148.78,4157.74,158769.72
2017-08-24 14:00:00,4157.74,4250.9,4157.74,4221.0,217588.8
2017-08-24 15:00:00,4221.0,4250.78,4196.01,4222.0,101135.93
2017-08-24 16:00:00,4222.0,4250.71,4207.86,4215.0,122844.71
2017-08-24 17:00:00,4215.0,4236.0,4178.22,4188.18,115785.73
2017-08-24 18:00:00,4188.18,4221.0,4179.22,4221.0,117062.33
2017-08-24 19:00:00,4221.0,4250.77,4206.61,4216.07,112561.63
2017-08-24 20:00:00,4216.07,4245.0,4193.17,4193.5,95110.46
2017-08-24 21:00:00,4193.5,4234.0,4193.5,4207.0,100086.47
2017-08-24 22:00:00,4207.0,4330.61,4206.11,4326.23,116010.23
2017-08-24 23:00:00,4326.23,4371.68,4297.76,4316.01,153828.99
2017-08-25 00:00:00,4316.01,4369.0,4310.59,4366.0,203626.64
2017-08-25 01:00:00,4366.0,4370.0,4328.58,4333.01,159049.81
2017-08-25 02:00:00,4333.01,4363.71,4328.58,4363.71,119674.0
2017-08-25 03:00:00,4363.71,4363.71,4295.75,4312.69,122050.42
2017-08-25 04:00:00,4312.69,4362.0,4310.2,4310.2,129193.76
2017-08-25 05:00:00,4310.2,4340.0,4281.04,4281.04,76576.94
2017-08-25 06:00:00,4281.04,4333.96,4267.5,4302.72,133630.92
2017-08-25 07:00:00,4302.72,4335.0,4300.0,4329.0,92150.65
2017-08-25 08:00:00,4329.0,4354.35,4316.54,4332.17,92460.23
